color1,color2,distance
"(16, 168, 0)","(0, 171, 0)",16.2788205961
"(16, 169, 0)","(0, 171, 0)",16.1245154966
"(16, 169, 0)","(0, 172, 0)",16.2788205961
"(16, 170, 0)","(0, 172, 0)",16.1245154966
"(16, 170, 0)","(0, 173, 0)",16.2788205961
"(16, 171, 0)","(0, 173, 0)",16.1245154966
"(16, 171, 0)","(0, 174, 0)",16.2788205961
"(16, 172, 0)","(0, 174, 0)",16.1245154966
"(16, 172, 0)","(0, 175, 0)",16.2788205961
"(16, 173, 0)","(0, 175, 0)",16.1245154966
"(16, 173, 0)","(0, 176, 0)",16.2788205961
"(16, 174, 0)","(0, 176, 0)",16.1245154966
"(16, 174, 0)","(0, 177, 0)",16.2788205961
"(16, 175, 0)","(0, 177, 0)",16.1245154966
"(16, 175, 0)","(0, 178, 0)",16.2788205961
"(16, 176, 0)","(0, 178, 0)",16.1245154966
"(16, 176, 0)","(0, 179, 0)",16.2788205961
"(16, 177, 0)","(0, 179, 0)",16.1245154966
"(16, 177, 0)","(0, 180, 0)",16.2788205961
"(16, 178, 0)","(0, 180, 0)",16.1245154966
"(16, 178, 0)","(0, 181, 0)",16.2788205961
"(16, 179, 0)","(0, 181, 0)",16.1245154966
"(16, 179, 0)","(0, 182, 0)",16.2788205961
"(16, 180, 0)","(0, 182, 0)",16.1245154966
"(16, 180, 0)","(0, 183, 0)",16.2788205961
"(16, 181, 0)","(0, 183, 0)",16.1245154966
"(16, 181, 0)","(0, 184, 0)",16.2788205961
"(16, 182, 0)","(0, 184, 0)",16.1245154966
"(16, 182, 0)","(0, 185, 0)",16.2788205961
"(16, 183, 0)","(0, 185, 0)",16.1245154966
"(16, 183, 0)","(0, 186, 0)",16.2788205961
"(16, 184, 0)","(0, 186, 0)",16.1245154966
"(16, 184, 0)","(0, 187, 0)",16.2788205961
"(16, 185, 0)","(0, 187, 0)",16.1245154966
"(16, 185, 0)","(0, 188, 0)",16.2788205961
"(16, 186, 0)","(0, 188, 0)",16.1245154966
"(16, 186, 0)","(0, 189, 0)",16.2788205961
"(16, 187, 0)","(0, 189, 0)",16.1245154966
"(16, 187, 0)","(0, 190, 0)",16.2788205961
"(16, 188, 0)","(0, 190, 0)",16.1245154966
"(16, 188, 0)","(0, 191, 0)",16.2788205961
"(16, 189, 0)","(0, 191, 0)",16.1245154966
"(16, 189, 0)","(0, 192, 0)",16.2788205961
"(16, 190, 0)","(0, 192, 0)",16.1245154966
"(16, 190, 0)","(0, 193, 0)",16.2788205961
"(16, 191, 0)","(0, 193, 0)",16.1245154966
"(16, 191, 0)","(0, 194, 0)",16.2788205961
"(16, 192, 0)","(0, 194, 0)",16.1245154966
"(16, 192, 0)","(0, 195, 0)",16.2788205961
"(16, 193, 0)","(0, 195, 0)",16.1245154966
"(16, 193, 0)","(0, 196, 0)",16.2788205961
"(16, 194, 0)","(0, 196, 0)",16.1245154966
"(16, 194, 0)","(0, 197, 0)",16.2788205961
"(16, 195, 0)","(0, 197, 0)",16.1245154966
"(16, 195, 0)","(0, 198, 0)",16.2788205961
"(16, 196, 0)","(0, 198, 0)",16.1245154966
"(16, 196, 0)","(0, 199, 0)",16.2788205961
"(16, 197, 0)","(0, 199, 0)",16.1245154966
"(16, 197, 0)","(0, 200, 0)",16.2788205961
"(16, 198, 0)","(0, 200, 0)",16.1245154966
"(16, 198, 0)","(0, 201, 0)",16.2788205961
"(16, 199, 0)","(0, 201, 0)",16.1245154966
"(16, 199, 0)","(0, 202, 0)",16.2788205961
"(16, 200, 0)","(0, 202, 0)",16.1245154966
"(16, 200, 0)","(0, 203, 0)",16.2788205961
"(16, 201, 0)","(0, 203, 0)",16.1245154966
"(16, 201, 0)","(0, 204, 0)",16.2788205961
"(16, 202, 0)","(0, 204, 0)",16.1245154966
"(16, 202, 0)","(0, 205, 0)",16.2788205961
"(16, 203, 0)","(0, 205, 0)",16.1245154966
"(16, 203, 0)","(0, 206, 0)",16.2788205961
"(16, 204, 0)","(0, 206, 0)",16.1245154966
"(16, 204, 0)","(0, 207, 0)",16.2788205961
"(16, 205, 0)","(0, 207, 0)",16.1245154966
"(16, 205, 0)","(0, 208, 0)",16.2788205961
"(16, 206, 0)","(0, 208, 0)",16.1245154966
"(16, 206, 0)","(0, 209, 0)",16.2788205961
"(16, 207, 0)","(0, 209, 0)",16.1245154966
"(16, 207, 0)","(0, 210, 0)",16.2788205961
"(16, 208, 0)","(0, 210, 0)",16.1245154966
"(16, 208, 0)","(0, 211, 0)",16.2788205961
"(16, 209, 0)","(0, 211, 0)",16.1245154966
"(16, 209, 0)","(0, 212, 0)",16.2788205961
"(16, 210, 0)","(0, 212, 0)",16.1245154966
"(16, 210, 0)","(0, 213, 0)",16.2788205961
"(16, 211, 0)","(0, 213, 0)",16.1245154966
"(16, 211, 0)","(0, 214, 0)",16.2788205961
"(16, 212, 0)","(0, 214, 0)",16.1245154966
"(16, 212, 0)","(0, 215, 0)",16.2788205961
"(16, 213, 0)","(0, 215, 0)",16.1245154966
"(16, 213, 0)","(0, 216, 0)",16.2788205961
"(16, 214, 0)","(0, 216, 0)",16.1245154966
"(16, 214, 0)","(0, 217, 0)",16.2788205961
"(16, 215, 0)","(0, 217, 0)",16.1245154966
"(16, 215, 0)","(0, 218, 0)",16.2788205961
"(16, 216, 0)","(0, 218, 0)",16.1245154966
"(16, 216, 0)","(0, 219, 0)",16.2788205961
"(16, 217, 0)","(0, 219, 0)",16.1245154966
"(16, 217, 0)","(0, 220, 0)",16.2788205961
"(16, 218, 0)","(0, 220, 0)",16.1245154966
"(16, 218, 0)","(0, 221, 0)",16.2788205961
"(16, 219, 0)","(0, 221, 0)",16.1245154966
"(16, 219, 0)","(0, 222, 0)",16.2788205961
"(16, 220, 0)","(0, 222, 0)",16.1245154966
"(16, 220, 0)","(0, 223, 0)",16.2788205961
"(16, 221, 0)","(0, 223, 0)",16.1245154966
"(16, 221, 0)","(0, 224, 0)",16.2788205961
"(16, 222, 0)","(0, 224, 0)",16.1245154966
"(16, 222, 0)","(0, 225, 0)",16.2788205961
"(16, 223, 0)","(0, 225, 0)",16.1245154966
"(16, 223, 0)","(0, 226, 0)",16.2788205961
"(16, 224, 0)","(0, 226, 0)",16.1245154966
"(16, 224, 0)","(0, 227, 0)",16.2788205961
"(16, 225, 0)","(0, 227, 0)",16.1245154966
"(16, 225, 0)","(0, 228, 0)",16.2788205961
"(16, 226, 0)","(0, 228, 0)",16.1245154966
"(16, 226, 0)","(0, 229, 0)",16.2788205961
"(16, 227, 0)","(0, 229, 0)",16.1245154966
"(16, 227, 0)","(0, 230, 0)",16.2788205961
"(16, 228, 0)","(0, 230, 0)",16.1245154966
"(16, 228, 0)","(0, 231, 0)",16.2788205961
"(16, 229, 0)","(0, 231, 0)",16.1245154966
"(16, 229, 0)","(0, 232, 0)",16.2788205961
"(16, 230, 0)","(0, 232, 0)",16.1245154966
"(16, 230, 0)","(0, 233, 0)",16.2788205961
"(16, 231, 0)","(0, 233, 0)",16.1245154966
"(16, 231, 0)","(0, 234, 0)",16.2788205961
"(16, 232, 0)","(0, 234, 0)",16.1245154966
"(16, 232, 0)","(0, 235, 0)",16.2788205961
"(16, 233, 0)","(0, 235, 0)",16.1245154966
"(16, 233, 0)","(0, 236, 0)",16.2788205961
"(16, 234, 0)","(0, 236, 0)",16.1245154966
"(16, 234, 0)","(0, 237, 0)",16.2788205961
"(16, 235, 0)","(0, 237, 0)",16.1245154966
"(16, 235, 0)","(0, 238, 0)",16.2788205961
"(16, 236, 0)","(0, 238, 0)",16.1245154966
"(16, 236, 0)","(0, 239, 0)",16.2788205961
"(16, 237, 0)","(0, 239, 0)",16.1245154966
"(16, 237, 0)","(0, 240, 0)",16.2788205961
"(16, 238, 0)","(0, 240, 0)",16.1245154966
"(16, 238, 0)","(0, 241, 0)",16.2788205961
"(16, 239, 0)","(0, 241, 0)",16.1245154966
"(16, 239, 0)","(0, 242, 0)",16.2788205961
"(16, 240, 0)","(0, 242, 0)",16.1245154966
"(16, 240, 0)","(0, 243, 0)",16.2788205961
"(16, 241, 0)","(0, 243, 0)",16.1245154966
"(16, 241, 0)","(0, 244, 0)",16.2788205961
"(16, 242, 0)","(0, 244, 0)",16.1245154966
"(16, 242, 0)","(0, 245, 0)",16.2788205961
"(16, 243, 0)","(0, 245, 0)",16.1245154966
"(16, 243, 0)","(0, 246, 0)",16.2788205961
"(16, 244, 0)","(0, 246, 0)",16.1245154966
"(16, 244, 0)","(0, 247, 0)",16.2788205961
"(16, 245, 0)","(0, 247, 0)",16.1245154966
"(16, 245, 0)","(0, 248, 0)",16.2788205961
"(16, 246, 0)","(0, 248, 0)",16.1245154966
"(16, 246, 0)","(0, 249, 0)",16.2788205961
"(16, 247, 0)","(0, 249, 0)",16.1245154966
"(16, 247, 0)","(0, 250, 0)",16.2788205961
"(16, 248, 0)","(0, 250, 0)",16.1245154966
"(16, 248, 0)","(0, 251, 0)",16.2788205961
"(16, 249, 0)","(0, 251, 0)",16.1245154966
"(16, 249, 0)","(0, 252, 0)",16.2788205961
"(16, 250, 0)","(0, 252, 0)",16.1245154966
"(16, 250, 0)","(0, 253, 0)",16.2788205961
"(16, 251, 0)","(0, 253, 0)",16.1245154966
"(16, 251, 0)","(0, 254, 0)",16.2788205961
"(16, 252, 0)","(0, 254, 0)",16.1245154966
"(16, 252, 0)","(0, 255, 0)",16.2788205961
"(16, 253, 0)","(0, 255, 0)",16.1245154966
"(17, 128, 0)","(0, 130, 0)",17.1172427686
"(17, 128, 0)","(0, 131, 0)",17.2626765016
"(17, 129, 0)","(0, 131, 0)",17.1172427686
"(17, 129, 0)","(0, 132, 0)",17.2626765016
"(17, 130, 0)","(0, 132, 0)",17.1172427686
"(17, 130, 0)","(0, 133, 0)",17.2626765016
"(17, 131, 0)","(0, 133, 0)",17.1172427686
"(17, 131, 0)","(0, 134, 0)",17.2626765016
"(17, 132, 0)","(0, 134, 0)",17.1172427686
"(17, 132, 0)","(0, 135, 0)",17.2626765016
"(17, 133, 0)","(0, 135, 0)",17.1172427686
"(17, 133, 0)","(0, 136, 0)",17.2626765016
"(17, 134, 0)","(0, 136, 0)",17.1172427686
"(17, 134, 0)","(0, 137, 0)",17.2626765016
"(17, 135, 0)","(0, 137, 0)",17.1172427686
"(17, 135, 0)","(0, 138, 0)",17.2626765016
"(17, 136, 0)","(0, 138, 0)",17.1172427686
"(17, 136, 0)","(0, 139, 0)",17.2626765016
"(17, 137, 0)","(0, 139, 0)",17.1172427686
"(17, 137, 0)","(0, 140, 0)",17.2626765016
"(17, 138, 0)","(0, 140, 0)",17.1172427686
"(17, 138, 0)","(0, 141, 0)",17.2626765016
"(17, 139, 0)","(0, 141, 0)",17.1172427686
"(17, 139, 0)","(0, 142, 0)",17.2626765016
"(17, 140, 0)","(0, 142, 0)",17.1172427686
"(17, 140, 0)","(0, 143, 0)",17.2626765016
"(17, 141, 0)","(0, 143, 0)",17.1172427686
"(17, 141, 0)","(0, 144, 0)",17.2626765016
"(17, 142, 0)","(0, 144, 0)",17.1172427686
"(17, 142, 0)","(0, 145, 0)",17.2626765016
"(17, 143, 0)","(0, 145, 0)",17.1172427686
"(17, 143, 0)","(0, 146, 0)",17.2626765016
"(17, 144, 0)","(0, 146, 0)",17.1172427686
"(17, 144, 0)","(0, 147, 0)",17.2626765016
"(17, 145, 0)","(0, 147, 0)",17.1172427686
"(17, 145, 0)","(0, 148, 0)",17.2626765016
"(17, 146, 0)","(0, 148, 0)",17.1172427686
"(17, 146, 0)","(0, 149, 0)",17.2626765016
"(17, 147, 0)","(0, 149, 0)",17.1172427686
"(17, 147, 0)","(0, 150, 0)",17.2626765016
"(17, 148, 0)","(0, 150, 0)",17.1172427686
"(17, 148, 0)","(0, 151, 0)",17.2626765016
"(17, 149, 0)","(0, 151, 0)",17.1172427686
"(17, 149, 0)","(0, 152, 0)",17.2626765016
"(17, 150, 0)","(0, 152, 0)",17.1172427686
"(17, 150, 0)","(0, 153, 0)",17.2626765016
"(17, 151, 0)","(0, 153, 0)",17.1172427686
"(17, 151, 0)","(0, 154, 0)",17.2626765016
"(17, 152, 0)","(0, 154, 0)",17.1172427686
"(17, 152, 0)","(0, 155, 0)",17.2626765016
"(17, 153, 0)","(0, 155, 0)",17.1172427686
"(17, 153, 0)","(0, 156, 0)",17.2626765016
"(17, 154, 0)","(0, 156, 0)",17.1172427686
"(17, 154, 0)","(0, 157, 0)",17.2626765016
"(17, 155, 0)","(0, 157, 0)",17.1172427686
"(17, 155, 0)","(0, 158, 0)",17.2626765016
"(17, 156, 0)","(0, 158, 0)",17.1172427686
"(17, 156, 0)","(0, 159, 0)",17.2626765016
"(17, 157, 0)","(0, 159, 0)",17.1172427686
"(17, 157, 0)","(0, 160, 0)",17.2626765016
"(17, 158, 0)","(0, 160, 0)",17.1172427686
"(17, 158, 0)","(0, 161, 0)",17.2626765016
"(17, 159, 0)","(0, 161, 0)",17.1172427686
"(17, 159, 0)","(0, 162, 0)",17.2626765016
"(17, 160, 0)","(0, 162, 0)",17.1172427686
"(17, 160, 0)","(0, 163, 0)",17.2626765016
"(17, 161, 0)","(0, 163, 0)",17.1172427686
"(17, 161, 0)","(0, 164, 0)",17.2626765016
"(17, 162, 0)","(0, 164, 0)",17.1172427686
"(17, 162, 0)","(0, 165, 0)",17.2626765016
"(17, 163, 0)","(0, 165, 0)",17.1172427686
"(17, 163, 0)","(0, 166, 0)",17.2626765016
"(17, 164, 0)","(0, 166, 0)",17.1172427686
"(17, 164, 0)","(0, 167, 0)",17.2626765016
"(17, 165, 0)","(0, 167, 0)",17.1172427686
"(17, 165, 0)","(0, 168, 0)",17.2626765016
"(17, 166, 0)","(0, 168, 0)",17.1172427686
"(17, 166, 0)","(0, 169, 0)",17.2626765016
"(17, 167, 0)","(0, 169, 0)",17.1172427686
"(17, 167, 0)","(0, 170, 0)",17.2626765016
"(17, 168, 0)","(0, 170, 0)",17.1172427686
"(17, 168, 0)","(0, 171, 0)",17.2626765016
"(17, 169, 0)","(0, 171, 0)",17.1172427686
"(17, 169, 0)","(0, 172, 0)",17.2626765016
"(17, 170, 0)","(0, 172, 0)",17.1172427686
"(17, 170, 0)","(0, 173, 0)",17.2626765016
"(17, 171, 0)","(0, 173, 0)",17.1172427686
"(17, 171, 0)","(0, 174, 0)",17.2626765016
"(17, 172, 0)","(0, 174, 0)",17.1172427686
"(17, 172, 0)","(0, 175, 0)",17.2626765016
"(17, 173, 0)","(0, 175, 0)",17.1172427686
"(17, 173, 0)","(0, 176, 0)",17.2626765016
"(17, 174, 0)","(0, 176, 0)",17.1172427686
"(17, 174, 0)","(0, 177, 0)",17.2626765016
"(17, 175, 0)","(0, 177, 0)",17.1172427686
"(17, 175, 0)","(0, 178, 0)",17.2626765016
"(17, 176, 0)","(0, 178, 0)",17.1172427686
"(17, 176, 0)","(0, 179, 0)",17.2626765016
"(17, 177, 0)","(0, 179, 0)",17.1172427686
"(17, 177, 0)","(0, 180, 0)",17.2626765016
"(17, 178, 0)","(0, 180, 0)",17.1172427686
"(17, 178, 0)","(0, 181, 0)",17.2626765016
"(17, 179, 0)","(0, 181, 0)",17.1172427686
"(17, 179, 0)","(0, 182, 0)",17.2626765016
"(17, 180, 0)","(0, 182, 0)",17.1172427686
"(17, 180, 0)","(0, 183, 0)",17.2626765016
"(17, 181, 0)","(0, 183, 0)",17.1172427686
"(17, 181, 0)","(0, 184, 0)",17.2626765016
"(17, 182, 0)","(0, 184, 0)",17.1172427686
"(17, 182, 0)","(0, 185, 0)",17.2626765016
"(17, 183, 0)","(0, 185, 0)",17.1172427686
"(17, 183, 0)","(0, 186, 0)",17.2626765016
"(17, 184, 0)","(0, 186, 0)",17.1172427686
"(17, 184, 0)","(0, 187, 0)",17.2626765016
"(17, 185, 0)","(0, 187, 0)",17.1172427686
"(17, 185, 0)","(0, 188, 0)",17.2626765016
"(17, 186, 0)","(0, 188, 0)",17.1172427686
"(17, 186, 0)","(0, 189, 0)",17.2626765016
"(17, 187, 0)","(0, 189, 0)",17.1172427686
"(17, 187, 0)","(0, 190, 0)",17.2626765016
"(17, 188, 0)","(0, 190, 0)",17.1172427686
"(17, 188, 0)","(0, 191, 0)",17.2626765016
"(17, 189, 0)","(0, 191, 0)",17.1172427686
"(17, 189, 0)","(0, 192, 0)",17.2626765016
"(17, 190, 0)","(0, 192, 0)",17.1172427686
"(17, 190, 0)","(0, 193, 0)",17.2626765016
"(17, 191, 0)","(0, 193, 0)",17.1172427686
"(17, 191, 0)","(0, 194, 0)",17.2626765016
"(17, 192, 0)","(0, 194, 0)",17.1172427686
"(17, 192, 0)","(0, 195, 0)",17.2626765016
"(17, 193, 0)","(0, 195, 0)",17.1172427686
"(17, 193, 0)","(0, 196, 0)",17.2626765016
"(17, 194, 0)","(0, 196, 0)",17.1172427686
"(17, 194, 0)","(0, 197, 0)",17.2626765016
"(17, 195, 0)","(0, 197, 0)",17.1172427686
"(17, 195, 0)","(0, 198, 0)",17.2626765016
"(17, 196, 0)","(0, 198, 0)",17.1172427686
"(17, 196, 0)","(0, 199, 0)",17.2626765016
"(17, 197, 0)","(0, 199, 0)",17.1172427686
"(17, 197, 0)","(0, 200, 0)",17.2626765016
"(17, 198, 0)","(0, 200, 0)",17.1172427686
"(17, 198, 0)","(0, 201, 0)",17.2626765016
"(17, 199, 0)","(0, 201, 0)",17.1172427686
"(17, 199, 0)","(0, 202, 0)",17.2626765016
"(17, 200, 0)","(0, 202, 0)",17.1172427686
"(17, 200, 0)","(0, 203, 0)",17.2626765016
"(17, 201, 0)","(0, 203, 0)",17.1172427686
"(17, 201, 0)","(0, 204, 0)",17.2626765016
"(17, 202, 0)","(0, 204, 0)",17.1172427686
"(17, 202, 0)","(0, 205, 0)",17.2626765016
"(17, 203, 0)","(0, 205, 0)",17.1172427686
"(17, 203, 0)","(0, 206, 0)",17.2626765016
"(17, 204, 0)","(0, 206, 0)",17.1172427686
"(17, 204, 0)","(0, 207, 0)",17.2626765016
"(17, 205, 0)","(0, 207, 0)",17.1172427686
"(17, 205, 0)","(0, 208, 0)",17.2626765016
"(17, 206, 0)","(0, 208, 0)",17.1172427686
"(17, 206, 0)","(0, 209, 0)",17.2626765016
"(17, 207, 0)","(0, 209, 0)",17.1172427686
"(17, 207, 0)","(0, 210, 0)",17.2626765016
"(17, 208, 0)","(0, 210, 0)",17.1172427686
"(17, 208, 0)","(0, 211, 0)",17.2626765016
"(17, 209, 0)","(0, 211, 0)",17.1172427686
"(17, 209, 0)","(0, 212, 0)",17.2626765016
"(17, 210, 0)","(0, 212, 0)",17.1172427686
"(17, 210, 0)","(0, 213, 0)",17.2626765016
"(17, 211, 0)","(0, 213, 0)",17.1172427686
"(17, 211, 0)","(0, 214, 0)",17.2626765016
"(17, 212, 0)","(0, 214, 0)",17.1172427686
"(17, 212, 0)","(0, 215, 0)",17.2626765016
"(17, 213, 0)","(0, 215, 0)",17.1172427686
"(17, 213, 0)","(0, 216, 0)",17.2626765016
"(17, 214, 0)","(0, 216, 0)",17.1172427686
"(17, 214, 0)","(0, 217, 0)",17.2626765016
"(17, 215, 0)","(0, 217, 0)",17.1172427686
"(17, 215, 0)","(0, 218, 0)",17.2626765016
"(17, 216, 0)","(0, 218, 0)",17.1172427686
"(17, 216, 0)","(0, 219, 0)",17.2626765016
"(17, 217, 0)","(0, 219, 0)",17.1172427686
"(17, 217, 0)","(0, 220, 0)",17.2626765016
"(17, 218, 0)","(0, 220, 0)",17.1172427686
"(17, 218, 0)","(0, 221, 0)",17.2626765016
"(17, 219, 0)","(0, 221, 0)",17.1172427686
"(17, 219, 0)","(0, 222, 0)",17.2626765016
"(17, 220, 0)","(0, 222, 0)",17.1172427686
"(17, 220, 0)","(0, 223, 0)",17.2626765016
"(17, 221, 0)","(0, 223, 0)",17.1172427686
"(17, 221, 0)","(0, 224, 0)",17.2626765016
"(17, 222, 0)","(0, 224, 0)",17.1172427686
"(17, 222, 0)","(0, 225, 0)",17.2626765016
"(17, 223, 0)","(0, 225, 0)",17.1172427686
"(17, 223, 0)","(0, 226, 0)",17.2626765016
"(17, 224, 0)","(0, 226, 0)",17.1172427686
"(17, 224, 0)","(0, 227, 0)",17.2626765016
"(17, 225, 0)","(0, 227, 0)",17.1172427686
"(17, 225, 0)","(0, 228, 0)",17.2626765016
"(17, 226, 0)","(0, 228, 0)",17.1172427686
"(17, 226, 0)","(0, 229, 0)",17.2626765016
"(17, 227, 0)","(0, 229, 0)",17.1172427686
"(17, 227, 0)","(0, 230, 0)",17.2626765016
"(17, 228, 0)","(0, 230, 0)",17.1172427686
"(17, 228, 0)","(0, 231, 0)",17.2626765016
"(17, 229, 0)","(0, 231, 0)",17.1172427686
"(17, 229, 0)","(0, 232, 0)",17.2626765016
"(17, 230, 0)","(0, 232, 0)",17.1172427686
"(17, 230, 0)","(0, 233, 0)",17.2626765016
"(17, 231, 0)","(0, 233, 0)",17.1172427686
"(17, 231, 0)","(0, 234, 0)",17.2626765016
"(17, 232, 0)","(0, 234, 0)",17.1172427686
"(17, 232, 0)","(0, 235, 0)",17.2626765016
"(17, 233, 0)","(0, 235, 0)",17.1172427686
"(17, 233, 0)","(0, 236, 0)",17.2626765016
"(17, 234, 0)","(0, 236, 0)",17.1172427686
"(17, 234, 0)","(0, 237, 0)",17.2626765016
"(17, 235, 0)","(0, 237, 0)",17.1172427686
"(17, 235, 0)","(0, 238, 0)",17.2626765016
"(17, 236, 0)","(0, 238, 0)",17.1172427686
"(17, 236, 0)","(0, 239, 0)",17.2626765016
"(17, 237, 0)","(0, 239, 0)",17.1172427686
"(17, 237, 0)","(0, 240, 0)",17.2626765016
"(17, 238, 0)","(0, 240, 0)",17.1172427686
"(17, 238, 0)","(0, 241, 0)",17.2626765016
"(17, 239, 0)","(0, 241, 0)",17.1172427686
"(17, 239, 0)","(0, 242, 0)",17.2626765016
"(17, 240, 0)","(0, 242, 0)",17.1172427686
"(17, 240, 0)","(0, 243, 0)",17.2626765016
"(17, 241, 0)","(0, 243, 0)",17.1172427686
"(17, 241, 0)","(0, 244, 0)",17.2626765016
"(17, 242, 0)","(0, 244, 0)",17.1172427686
"(17, 242, 0)","(0, 245, 0)",17.2626765016
"(17, 243, 0)","(0, 245, 0)",17.1172427686
"(17, 243, 0)","(0, 246, 0)",17.2626765016
"(17, 244, 0)","(0, 246, 0)",17.1172427686
"(17, 244, 0)","(0, 247, 0)",17.2626765016
"(17, 245, 0)","(0, 247, 0)",17.1172427686
"(17, 245, 0)","(0, 248, 0)",17.2626765016
"(17, 246, 0)","(0, 248, 0)",17.1172427686
"(17, 246, 0)","(0, 249, 0)",17.2626765016
"(17, 247, 0)","(0, 249, 0)",17.1172427686
"(17, 247, 0)","(0, 250, 0)",17.2626765016
"(17, 248, 0)","(0, 250, 0)",17.1172427686
"(17, 248, 0)","(0, 251, 0)",17.2626765016
"(17, 249, 0)","(0, 251, 0)",17.1172427686
"(17, 249, 0)","(0, 252, 0)",17.2626765016
"(17, 250, 0)","(0, 252, 0)",17.1172427686
"(17, 250, 0)","(0, 253, 0)",17.2626765016
"(17, 251, 0)","(0, 253, 0)",17.1172427686
"(17, 251, 0)","(0, 254, 0)",17.2626765016
"(17, 252, 0)","(0, 254, 0)",17.1172427686
"(17, 252, 0)","(0, 255, 0)",17.2626765016
"(17, 253, 0)","(0, 255, 0)",17.1172427686
"(18, 128, 0)","(0, 130, 0)",18.1107702763
"(18, 128, 0)","(0, 131, 0)",18.2482875909
"(18, 129, 0)","(0, 131, 0)",18.1107702763
"(18, 129, 0)","(0, 132, 0)",18.2482875909
"(18, 130, 0)","(0, 132, 0)",18.1107702763
"(18, 130, 0)","(0, 133, 0)",18.2482875909
"(18, 131, 0)","(0, 133, 0)",18.1107702763
"(18, 131, 0)","(0, 134, 0)",18.2482875909
"(18, 132, 0)","(0, 134, 0)",18.1107702763
"(18, 132, 0)","(0, 135, 0)",18.2482875909
"(18, 133, 0)","(0, 135, 0)",18.1107702763
"(18, 133, 0)","(0, 136, 0)",18.2482875909
"(18, 134, 0)","(0, 136, 0)",18.1107702763
"(18, 134, 0)","(0, 137, 0)",18.2482875909
"(18, 135, 0)","(0, 137, 0)",18.1107702763
"(18, 135, 0)","(0, 138, 0)",18.2482875909
"(18, 136, 0)","(0, 138, 0)",18.1107702763
"(18, 136, 0)","(0, 139, 0)",18.2482875909
"(18, 137, 0)","(0, 139, 0)",18.1107702763
"(18, 137, 0)","(0, 140, 0)",18.2482875909
"(18, 138, 0)","(0, 140, 0)",18.1107702763
"(18, 138, 0)","(0, 141, 0)",18.2482875909
"(18, 139, 0)","(0, 141, 0)",18.1107702763
"(18, 139, 0)","(0, 142, 0)",18.2482875909
"(18, 140, 0)","(0, 142, 0)",18.1107702763
"(18, 140, 0)","(0, 143, 0)",18.2482875909
"(18, 141, 0)","(0, 143, 0)",18.1107702763
"(18, 141, 0)","(0, 144, 0)",18.2482875909
"(18, 142, 0)","(0, 144, 0)",18.1107702763
"(18, 142, 0)","(0, 145, 0)",18.2482875909
"(18, 143, 0)","(0, 145, 0)",18.1107702763
"(18, 143, 0)","(0, 146, 0)",18.2482875909
"(18, 144, 0)","(0, 146, 0)",18.1107702763
"(18, 144, 0)","(0, 147, 0)",18.2482875909
"(18, 145, 0)","(0, 147, 0)",18.1107702763
"(18, 145, 0)","(0, 148, 0)",18.2482875909
"(18, 146, 0)","(0, 148, 0)",18.1107702763
"(18, 146, 0)","(0, 149, 0)",18.2482875909
"(18, 147, 0)","(0, 149, 0)",18.1107702763
"(18, 147, 0)","(0, 150, 0)",18.2482875909
"(18, 148, 0)","(0, 150, 0)",18.1107702763
"(18, 148, 0)","(0, 151, 0)",18.2482875909
"(18, 149, 0)","(0, 151, 0)",18.1107702763
"(18, 149, 0)","(0, 152, 0)",18.2482875909
"(18, 150, 0)","(0, 152, 0)",18.1107702763
"(18, 150, 0)","(0, 153, 0)",18.2482875909
"(18, 151, 0)","(0, 153, 0)",18.1107702763
"(18, 151, 0)","(0, 154, 0)",18.2482875909
"(18, 152, 0)","(0, 154, 0)",18.1107702763
"(18, 152, 0)","(0, 155, 0)",18.2482875909
"(18, 153, 0)","(0, 155, 0)",18.1107702763
"(18, 153, 0)","(0, 156, 0)",18.2482875909
"(18, 154, 0)","(0, 156, 0)",18.1107702763
"(18, 154, 0)","(0, 157, 0)",18.2482875909
"(18, 155, 0)","(0, 157, 0)",18.1107702763
"(18, 155, 0)","(0, 158, 0)",18.2482875909
"(18, 156, 0)","(0, 158, 0)",18.1107702763
"(18, 156, 0)","(0, 159, 0)",18.2482875909
"(18, 157, 0)","(0, 159, 0)",18.1107702763
"(18, 157, 0)","(0, 160, 0)",18.2482875909
"(18, 158, 0)","(0, 160, 0)",18.1107702763
"(18, 158, 0)","(0, 161, 0)",18.2482875909
"(18, 159, 0)","(0, 161, 0)",18.1107702763
"(18, 159, 0)","(0, 162, 0)",18.2482875909
"(18, 160, 0)","(0, 162, 0)",18.1107702763
"(18, 160, 0)","(0, 163, 0)",18.2482875909
"(18, 161, 0)","(0, 163, 0)",18.1107702763
"(18, 161, 0)","(0, 164, 0)",18.2482875909
"(18, 162, 0)","(0, 164, 0)",18.1107702763
"(18, 162, 0)","(0, 165, 0)",18.2482875909
"(18, 163, 0)","(0, 165, 0)",18.1107702763
"(18, 163, 0)","(0, 166, 0)",18.2482875909
"(18, 164, 0)","(0, 166, 0)",18.1107702763
"(18, 164, 0)","(0, 167, 0)",18.2482875909
"(18, 165, 0)","(0, 167, 0)",18.1107702763
"(18, 165, 0)","(0, 168, 0)",18.2482875909
"(18, 166, 0)","(0, 168, 0)",18.1107702763
"(18, 166, 0)","(0, 169, 0)",18.2482875909
